Type,Size,Time
matrixOperation,6500,0.0290406
matrixOperation,6500,0.029273
matrixOperation,6500,0.0284516
matrixOperation,6500,0.0262219
matrixOperation,6500,0.027321
matrixOperation,6500,0.0276568
matrixOperation,6500,0.0562537
matrixOperation,6500,0.0269457
matrixOperation,6500,0.0281954
matrixOperation,6500,0.028353
matrixOperation,7000,0.0344832
matrixOperation,7000,0.0332109
matrixOperation,7000,0.0311382
matrixOperation,7000,0.0372653
matrixOperation,7000,0.0337553
matrixOperation,7000,0.0336332
matrixOperation,7000,0.0343361
matrixOperation,7000,0.0358788
matrixOperation,7000,0.0341697
matrixOperation,7000,0.0318503
matrixOperation,7500,0.0560462
matrixOperation,7500,0.0388547
matrixOperation,7500,0.0365363
matrixOperation,7500,0.0379811
matrixOperation,7500,0.037009
matrixOperation,7500,0.0340022
matrixOperation,7500,0.0709949
matrixOperation,7500,0.0380466
matrixOperation,7500,0.0379611
matrixOperation,7500,0.0380805
matrixOperation,8000,0.0399673
matrixOperation,8000,0.0410741
matrixOperation,8000,0.0419186
matrixOperation,8000,0.0419437
matrixOperation,8000,0.0416137
matrixOperation,8000,0.0417311
matrixOperation,8000,0.0398418
matrixOperation,8000,0.0416165
matrixOperation,8000,0.0441057
matrixOperation,8000,0.0424254
matrixOperation,8500,0.0488306
matrixOperation,8500,0.0462451
matrixOperation,8500,0.1021938
matrixOperation,8500,0.0482628
matrixOperation,8500,0.0487057
matrixOperation,8500,0.0480186
matrixOperation,8500,0.0461051
matrixOperation,8500,0.0490078
matrixOperation,8500,0.0474852
matrixOperation,8500,0.0487902
matrixOperation,9000,0.0506249
matrixOperation,9000,0.1040275
matrixOperation,9000,0.0553708
matrixOperation,9000,0.0534362
matrixOperation,9000,0.0509757
matrixOperation,9000,0.062595
matrixOperation,9000,0.0549214
matrixOperation,9000,0.0533144
matrixOperation,9000,0.0532336
matrixOperation,9000,0.1108768
matrixOperation,9500,0.06099
matrixOperation,9500,0.0586742
matrixOperation,9500,0.0575704
matrixOperation,9500,0.0589919
matrixOperation,9500,0.0616211
matrixOperation,9500,0.0595905
matrixOperation,9500,0.1163842
matrixOperation,9500,0.0583888
matrixOperation,9500,0.0584428
matrixOperation,9500,0.0585916
matrixOperation,10000,0.1223858
matrixOperation,10000,0.0668272
matrixOperation,10000,0.0672471
matrixOperation,10000,0.0648962
matrixOperation,10000,0.0676286
matrixOperation,10000,0.0645597
matrixOperation,10000,0.0670924
matrixOperation,10000,0.0678742
matrixOperation,10000,0.0697546
matrixOperation,10000,0.0668446
matrixOperation,10500,0.0786374
matrixOperation,10500,0.0732762
matrixOperation,10500,0.0751898
matrixOperation,10500,0.0782649
matrixOperation,10500,0.0778725
matrixOperation,10500,0.0776942
matrixOperation,10500,0.0730145
matrixOperation,10500,0.0709585
matrixOperation,10500,0.0719874
matrixOperation,10500,0.0717765
matrixOperation,11000,0.0801854
matrixOperation,11000,0.1515031
matrixOperation,11000,0.0822684
matrixOperation,11000,0.0771474
matrixOperation,11000,0.0775566
matrixOperation,11000,0.0796628
matrixOperation,11000,0.0771249
matrixOperation,11000,0.0794977
matrixOperation,11000,0.0787018
matrixOperation,11000,0.1557278
matrixOperation,11500,0.0872292
matrixOperation,11500,0.0831768
matrixOperation,11500,0.0845808
matrixOperation,11500,0.086185
matrixOperation,11500,0.0809407
matrixOperation,11500,0.0867711
matrixOperation,11500,0.0843947
matrixOperation,11500,0.0828383
matrixOperation,11500,0.0870737
matrixOperation,11500,0.0827339
matrixOperation,12000,0.092125
matrixOperation,12000,0.0882261
matrixOperation,12000,0.091754
matrixOperation,12000,0.0939769
matrixOperation,12000,0.0881613
matrixOperation,12000,0.0911823
matrixOperation,12000,0.0882277
matrixOperation,12000,0.0909085
matrixOperation,12000,0.0890156
matrixOperation,12000,0.089755
matrixOperation,12500,0.0993554
matrixOperation,12500,0.0970894
matrixOperation,12500,0.1202449
matrixOperation,12500,0.0992633
matrixOperation,12500,0.1006751
matrixOperation,12500,0.0981783
matrixOperation,12500,0.1005387
matrixOperation,12500,0.1081899
matrixOperation,12500,0.1006484
matrixOperation,12500,0.1043054
matrixOperation,13000,0.1103549
matrixOperation,13000,0.1114388
matrixOperation,13000,0.156135
matrixOperation,13000,0.1053324
matrixOperation,13000,0.105418
matrixOperation,13000,0.1089034
matrixOperation,13000,0.1032206
matrixOperation,13000,0.1058197
matrixOperation,13000,0.1059377
matrixOperation,13000,0.1063447
matrixOperation,13500,0.1149885
matrixOperation,13500,0.1165608
matrixOperation,13500,0.1147523
matrixOperation,13500,0.1138652
matrixOperation,13500,0.1135235
matrixOperation,13500,0.1186757
matrixOperation,13500,0.1122456
matrixOperation,13500,0.1159375
matrixOperation,13500,0.1133429
matrixOperation,13500,0.1179561
matrixOperation,14000,0.1311293
matrixOperation,14000,0.1278489
matrixOperation,14000,0.1249948
matrixOperation,14000,0.1278036
matrixOperation,14000,0.1247446
matrixOperation,14000,0.1226919
matrixOperation,14000,0.1243423
matrixOperation,14000,0.1277242
matrixOperation,14000,0.1235342
matrixOperation,14000,0.1276541
matrixOperation,14500,0.1378619
matrixOperation,14500,0.1458866
matrixOperation,14500,0.1341851
matrixOperation,14500,0.1291968
matrixOperation,14500,0.1377178
matrixOperation,14500,0.1301711
matrixOperation,14500,0.1330737
matrixOperation,14500,0.1341694
matrixOperation,14500,0.1318547
matrixOperation,14500,0.1384008
matrixOperation,15000,0.1426967
matrixOperation,15000,0.1444177
matrixOperation,15000,0.1444389
matrixOperation,15000,0.1423258
matrixOperation,15000,0.1452095
matrixOperation,15000,0.1408942
matrixOperation,15000,0.1422923
matrixOperation,15000,0.1448676
matrixOperation,15000,0.1406505
matrixOperation,15000,0.1480864
matrixOperation,15500,0.1549228
matrixOperation,15500,0.1478114
matrixOperation,15500,0.1507122
matrixOperation,15500,0.1550235
matrixOperation,15500,0.1480954
matrixOperation,15500,0.1530575
matrixOperation,15500,0.1600326
matrixOperation,15500,0.1577963
matrixOperation,15500,0.1871777
matrixOperation,15500,0.166688
matrixOperation,16000,0.1704404
matrixOperation,16000,0.1667721
matrixOperation,16000,0.1644028
matrixOperation,16000,0.1572979
matrixOperation,16000,0.1626513
matrixOperation,16000,0.1582393
matrixOperation,16000,0.1609726
matrixOperation,16000,0.1543508
matrixOperation,16000,0.1600584
matrixOperation,16000,0.157472
matrixOperation,16500,0.2532085
matrixOperation,16500,0.1722545
matrixOperation,16500,0.1732711
matrixOperation,16500,0.1655208
matrixOperation,16500,0.1722136
matrixOperation,16500,0.172795
matrixOperation,16500,0.1783493
matrixOperation,16500,0.1553905
matrixOperation,16500,0.1682048
matrixOperation,16500,0.1714779
matrixOperation,17000,0.1855279
matrixOperation,17000,0.1858231
matrixOperation,17000,0.1845559
matrixOperation,17000,0.1565151
matrixOperation,17000,0.1892647
matrixOperation,17000,0.1798746
matrixOperation,17000,0.1811822
matrixOperation,17000,0.151525
matrixOperation,17000,0.1824029
matrixOperation,17000,0.1807658
matrixOperation,17500,0.2013389
matrixOperation,17500,0.1899973
matrixOperation,17500,0.1922344
matrixOperation,17500,0.1536218
matrixOperation,17500,0.2038254
matrixOperation,17500,0.195248
matrixOperation,17500,0.2032032
matrixOperation,17500,0.1479461
matrixOperation,17500,0.1916704
matrixOperation,17500,0.1908129
matrixOperation,18000,0.2095897
matrixOperation,18000,0.206447
matrixOperation,18000,0.2161273
matrixOperation,18000,0.1437504
matrixOperation,18000,0.2093641
matrixOperation,18000,0.2073814
matrixOperation,18000,0.2086179
matrixOperation,18000,0.1450678
matrixOperation,18000,0.2086638
matrixOperation,18000,0.2055333
matrixOperation,18500,0.2258625
matrixOperation,18500,0.2264398
matrixOperation,18500,0.2241941
matrixOperation,18500,0.1473676
matrixOperation,18500,0.2255664
matrixOperation,18500,0.2280156
matrixOperation,18500,0.2295648
matrixOperation,18500,0.1566837
matrixOperation,18500,0.2298682
matrixOperation,18500,0.2236128
matrixOperation,19000,0.2641281
matrixOperation,19000,0.2735651
matrixOperation,19000,0.2433597
matrixOperation,19000,0.1627755
matrixOperation,19000,0.2436654
matrixOperation,19000,0.2451589
matrixOperation,19000,0.2415928
matrixOperation,19000,0.1543482
matrixOperation,19000,0.246395
matrixOperation,19000,0.2403739
matrixOperation,19500,0.248642
matrixOperation,19500,0.2517292
matrixOperation,19500,0.2538747
matrixOperation,19500,0.1556681
matrixOperation,19500,0.3745437
matrixOperation,19500,0.2557945
matrixOperation,19500,0.2439129
matrixOperation,19500,0.160674
matrixOperation,19500,0.2564279
matrixOperation,19500,0.256196
matrixOperation,20000,0.2654217
matrixOperation,20000,0.2510274
matrixOperation,20000,0.263458
matrixOperation,20000,0.1610704
matrixOperation,20000,0.26307
matrixOperation,20000,0.2478093
matrixOperation,20000,0.252922
matrixOperation,20000,0.1674967
matrixOperation,20000,0.2533781
matrixOperation,20000,0.2368445
